Date,Open,High,Low,Close,Volume,OpenInt
2006-04-04,7.9538,7.9681,7.818,7.8334,259885126,0
2006-04-05,8.287,8.6071,8.215,8.6071,622535329,0
2006-04-06,8.7465,9.2267,8.7339,9.1235,741695172,0
2006-04-07,9.0794,9.1187,8.7681,8.9371,430915952,0
2006-04-10,8.9957,9.0824,8.7659,8.7937,251933041,0
2006-04-11,8.8399,8.8747,8.5891,8.707,261920672,0
2006-04-12,8.7259,8.73,8.4905,8.543,206262018,0
2006-04-13,8.4905,8.6364,8.4278,8.511,204875670,0
2006-04-17,8.5175,8.5596,8.2408,8.2997,201207768,0
2006-04-18,8.3241,8.5124,8.297,8.4804,221406133,0
2006-04-19,8.5571,8.5801,8.3843,8.4073,299730791,0
2006-04-20,8.9003,8.9645,8.4778,8.6609,464772054,0
2006-04-21,8.7681,8.7901,8.5124,8.5852,220010056,0
2006-04-24,8.5699,8.5699,8.388,8.4201,197137617,0
2006-04-25,8.4481,8.5276,8.3957,8.4739,147397311,0
2006-04-26,8.5289,8.7439,8.5032,8.7274,198226556,0
2006-04-27,8.6748,8.9462,8.625,8.8826,235896757,0
2006-04-28,8.8682,9.1311,8.8619,9.0137,211664380,0
2006-05-01,9.0635,9.1615,8.8568,8.9127,209203761,0
2006-05-02,8.9842,9.2182,8.9787,9.1724,215024377,0
2006-05-03,9.2132,9.2132,8.9881,9.11,191525089,0
2006-05-04,9.0985,9.3342,9.0232,9.1081,239941811,0
2006-05-05,9.2084,9.2526,9.1109,9.2064,156978095,0
2006-05-08,9.3352,9.4527,9.1857,9.2064,165851949,0
2006-05-09,9.1953,9.2917,9.0437,9.0958,148225167,0
2006-05-10,9.1311,9.135,8.9147,9.0407,128253590,0
2006-05-11,9.0514,9.0711,8.6505,8.7274,225979072,0
2006-05-12,8.7274,8.7966,8.5621,8.6698,178977080,0
2006-05-15,8.5956,8.7571,8.5956,8.6812,147508789,0
2006-05-16,8.7404,8.7404,8.2918,8.3216,261213272,0
2006-05-17,8.2984,8.4138,8.2049,8.3574,207766699,0
2006-05-18,8.4009,8.4854,8.0831,8.0909,183558785,0
2006-05-19,8.0909,8.3088,8.0448,8.2614,274925184,0
2006-05-22,8.1704,8.1947,8.0384,8.1167,200333908,0
2006-05-23,8.3062,8.3484,8.0679,8.0871,193654365,0
2006-05-24,8.0615,8.1511,7.8835,8.1112,255456642,0
2006-05-25,8.2294,8.2534,8.105,8.2382,129224146,0
2006-05-26,8.2343,8.2677,8.0856,8.1371,120732452,0
2006-05-30,8.0856,8.1064,7.8385,7.8399,157000249,0
2006-05-31,7.9092,7.9128,7.516,7.6543,357139520,0
2006-06-01,7.6644,7.9757,7.6221,7.9617,262836804,0
2006-06-02,8.064,8.0808,7.7966,7.8962,191223272,0
2006-06-05,7.831,7.831,7.6798,7.6837,168902698,0
2006-06-06,7.7146,7.7643,7.5443,7.6478,202479562,0
2006-06-07,7.6901,7.7349,7.4724,7.4992,208945143,0
2006-06-08,7.4737,7.8028,7.3189,7.7811,389578248,0
2006-06-09,7.8359,7.8835,7.5684,7.5864,216356184,0
2006-06-12,7.612,7.6492,7.2945,7.2996,200128458,0
2006-06-13,7.3776,7.5684,7.3457,7.4698,301127099,0
2006-06-14,7.4698,7.5274,7.2597,7.3776,244827075,0
2006-06-15,7.3571,7.6503,7.2677,7.6043,331944922,0
2006-06-16,7.5544,7.5801,7.365,7.3711,233702130,0
2006-06-19,7.4019,7.4505,7.2996,7.325,196421711,0
2006-06-20,7.3776,7.4724,7.3367,7.3596,187432927,0
2006-06-21,7.3969,7.5187,7.338,7.4097,240704518,0
2006-06-22,7.4366,7.6517,7.4366,7.6299,269417104,0
2006-06-23,7.6478,7.7055,7.5212,7.5339,184050428,0
2006-06-26,7.576,7.5812,7.475,7.5544,130041821,0
2006-06-27,7.5712,7.5839,7.3507,7.3545,152995106,0
2006-06-28,7.338,7.338,7.0958,7.1739,237190726,0
2006-06-29,7.2728,7.5674,7.2212,7.5516,243081258,0
2006-06-30,7.3725,7.3957,7.2355,7.3339,205692461,0
2006-07-03,7.3433,7.4505,7.3433,7.4212,54318807,0
2006-07-05,7.3123,7.3763,7.2432,7.2996,144500022,0
2006-07-06,7.325,7.3507,7.1215,7.142,176570109,0
2006-07-07,7.1163,7.2418,7.0012,7.0945,222831763,0
2006-07-10,7.1369,7.2342,6.9795,7.0434,147582157,0
2006-07-11,7.0551,7.17,6.9834,7.1266,230066263,0
2006-07-12,7.0663,7.0741,6.7758,6.7821,258400110,0
2006-07-13,6.6654,6.9309,6.5838,6.6912,348524593,0
2006-07-14,6.7219,6.7735,6.4236,6.4888,276849590,0
2006-07-17,6.6143,6.8014,6.6143,6.7066,285724411,0
2006-07-18,6.8117,6.896,6.6401,6.7744,279206670,0
2006-07-19,6.7808,7.0537,6.7053,6.9282,387459617,0
2006-07-20,7.8066,7.8875,7.6478,7.7478,549994902,0
2006-07-21,7.6478,7.831,7.6376,7.776,248733555,0
2006-07-24,7.8385,7.9526,7.7389,7.8656,201557145,0
2006-07-25,7.914,7.9513,7.7835,7.9295,164269916,0
2006-07-26,7.9451,8.2779,7.8989,8.1791,250546553,0
2006-07-27,8.2601,8.3267,8.05,8.1192,204990178,0
2006-07-28,8.1883,8.4112,8.132,8.3996,192836918,0
2006-07-31,8.5584,8.7888,8.4877,8.703,248996662,0
2006-08-01,8.6085,8.699,8.4444,8.6031,198097896,0
2006-08-02,8.6595,8.7952,8.6456,8.7287,153567749,0
2006-08-03,8.6906,8.9645,8.6825,8.9117,234536065,0
2006-08-04,8.5827,8.7864,8.319,8.7465,516715761,0
2006-08-07,8.6761,8.9127,8.4917,8.6071,347318741,0
2006-08-08,8.5929,8.5943,8.2614,8.2957,278228723,0
2006-08-09,8.3687,8.4009,8.1192,8.1434,266480460,0
2006-08-10,8.0871,8.2997,8.0295,8.2049,194571588,0
2006-08-11,8.0988,8.2129,8.0142,8.1511,216809551,0
2006-08-14,8.1871,8.3522,8.1445,8.1883,200099251,0
2006-08-15,8.3537,8.5162,8.2984,8.5098,240208980,0
2006-08-16,8.5865,8.7171,8.4943,8.7056,217878211,0
2006-08-17,8.7083,8.7925,8.6031,8.6556,160732524,0
2006-08-18,8.6711,8.7595,8.6133,8.6964,149567697,0
2006-08-21,8.6199,8.6199,8.471,8.5238,146715505,0
2006-08-22,8.5316,8.7491,8.5162,8.6595,160867551,0
2006-08-23,8.7149,8.7914,8.5725,8.6199,148998938,0
2006-08-24,8.7016,8.7325,8.4867,8.6839,182662425,0
2006-08-25,8.6212,8.8426,8.6199,8.8042,151685941,0
2006-08-28,8.7646,8.7864,8.5391,8.5776,205853968,0
2006-08-29,8.5776,8.6133,8.3393,8.5136,264192324,0
2006-08-30,8.6122,8.6853,8.5391,8.5751,189701849,0
2006-08-31,8.6045,8.7465,8.5365,8.6892,160253963,0
2006-09-01,8.7681,8.7914,8.6853,8.7571,113921390,0
2006-09-05,8.8131,9.1567,8.7786,9.1538,282278178,0
2006-09-06,9.1033,9.1817,8.9256,8.9683,271642103,0
2006-09-07,9.0464,9.41,8.9967,9.3225,353598821,0
2006-09-08,9.3899,9.4228,9.2093,9.2859,249843094,0
2006-09-11,9.2859,9.4429,9.1462,9.2839,264623429,0
2006-09-12,9.3245,9.406,9.15,9.3004,469796238,0
2006-09-13,9.3332,9.516,9.2586,9.502,319625217,0
2006-09-14,9.4517,9.561,9.408,9.4989,223578145,0
2006-09-15,9.572,9.601,9.3841,9.4899,273817900,0
2006-09-18,9.4527,9.586,9.3861,9.4637,196685002,0
2006-09-19,9.4749,9.521,9.3225,9.4488,198019474,0
2006-09-20,9.527,9.692,9.504,9.638,229356551,0
2006-09-21,9.647,9.74,9.4819,9.558,221459485,0
2006-09-22,9.515,9.518,9.2946,9.3489,185483697,0
2006-09-25,9.4527,9.714,9.4419,9.701,239542181,0
2006-09-26,9.745,9.961,9.745,9.938,307573695,0
2006-09-27,9.89,9.921,9.71,9.783,225987295,0
2006-09-28,9.868,9.922,9.726,9.862,201736518,0
2006-09-29,9.89,9.928,9.82,9.858,113162818,0
2006-10-02,9.605,9.716,9.514,9.586,198682281,0
2006-10-03,9.526,9.597,9.3723,9.4889,220496232,0
2006-10-04,9.4739,9.666,9.3683,9.655,231038469,0
2006-10-05,9.54,9.752,9.4939,9.582,187951156,0
2006-10-06,9.533,9.609,9.4537,9.504,130208917,0
2006-10-09,9.4527,9.615,9.4168,9.556,122211350,0
2006-10-10,9.55,9.55,9.3586,9.4537,148197243,0
2006-10-11,9.4208,9.4769,9.2966,9.3772,159455164,0
2006-10-12,9.4448,9.656,9.4258,9.638,165314129,0
2006-10-13,9.69,9.847,9.569,9.607,190779523,0
2006-10-16,9.612,9.717,9.575,9.657,141856990,0
2006-10-17,9.616,9.64,9.4839,9.513,134086943,0
2006-10-18,9.575,10.064,9.467,9.543,312852054,0
2006-10-19,10.15,10.238,10.009,10.117,422699152,0
2006-10-20,10.113,10.243,10.074,10.238,178321095,0
2006-10-23,10.245,10.486,10.213,10.433,232009453,0
2006-10-24,10.424,10.46,10.27,10.38,129135896,0
2006-10-25,10.413,10.5,10.375,10.46,135140806,0
2006-10-26,10.476,10.579,10.391,10.525,120653241,0
2006-10-27,10.474,10.559,10.246,10.297,165890124,0
2006-10-30,10.245,10.361,10.18,10.298,139419046,0
2006-10-31,10.436,10.46,10.273,10.384,139807017,0
2006-11-01,10.387,10.423,10.034,10.14,170449700,0
2006-11-02,10.098,10.157,10.053,10.115,129812684,0
2006-11-03,10.158,10.184,9.962,10.025,120438924,0
2006-11-06,10.118,10.253,10.043,10.209,119991965,0
2006-11-07,10.309,10.374,10.26,10.31,146649709,0
2006-11-08,10.245,10.59,10.232,10.559,192636060,0
2006-11-09,10.629,10.845,10.516,10.674,257380888,0
2006-11-10,10.706,10.706,10.566,10.644,104252983,0
2006-11-13,10.655,10.814,10.584,10.802,125671372,0
2006-11-14,10.859,10.886,10.744,10.886,164230914,0
2006-11-15,10.892,11,10.757,10.764,182479917,0
2006-11-16,10.871,11.052,10.835,10.963,193495187,0
2006-11-17,10.893,11.006,10.886,10.993,130067085,0
2006-11-20,10.937,11.14,10.911,11.074,158307687,0
2006-11-21,11.196,11.345,11.154,11.345,173594100,0
2006-11-22,11.399,11.622,11.251,11.564,187393383,0
2006-11-24,11.463,11.919,11.462,11.736,144759207,0
2006-11-27,11.842,11.928,11.462,11.466,299726737,0
2006-11-28,11.578,11.778,11.514,11.757,288933742,0
2006-11-29,11.91,11.928,11.556,11.757,322654810,0
2006-11-30,11.809,11.868,11.662,11.74,242722561,0
2006-12-01,11.757,11.823,11.539,11.693,221733731,0
2006-12-04,11.77,11.789,11.589,11.669,197902465,0
2006-12-05,11.738,11.823,11.638,11.687,184809018,0
2006-12-06,11.608,11.703,11.483,11.505,177784590,0
2006-12-07,11.527,11.589,11.128,11.146,280207427,0
2006-12-08,11.156,11.448,11.14,11.302,218660737,0
2006-12-11,11.382,11.437,11.277,11.364,139324957,0
2006-12-12,11.345,11.377,10.954,11.031,288424195,0
2006-12-13,11.266,11.407,11.16,11.405,238666152,0
2006-12-14,11.399,11.526,11.302,11.338,232014661,0
2006-12-15,11.396,11.427,11.184,11.235,206288072,0
2006-12-18,11.235,11.271,10.831,10.946,201209834,0
2006-12-19,10.842,11.101,10.708,11.053,254127334,0
2006-12-20,11.073,11.099,10.852,10.854,158418211,0
2006-12-21,10.854,10.947,10.526,10.617,251986616,0
2006-12-22,10.693,10.762,10.45,10.526,170538803,0
2006-12-26,10.516,10.575,10.36,10.439,136692465,0
2006-12-27,10.008,10.5,9.833,10.44,539722232,0
2006-12-28,10.257,10.405,10.201,10.357,312288577,0
2006-12-29,10.751,10.937,10.676,10.864,300160879,0
2007-01-03,11.049,11.087,10.486,10.731,345302870,0
2007-01-04,10.78,11.007,10.733,10.969,236252357,0
2007-01-05,10.992,11.038,10.807,10.893,232773093,0
2007-01-08,11.011,11.081,10.922,10.946,222149027,0
2007-01-09,11.075,11.907,10.906,11.854,933759387,0
2007-01-10,12.135,12.526,11.968,12.42,820730037,0
2007-01-11,12.289,12.394,12.178,12.267,401661844,0
2007-01-12,12.107,12.174,11.939,12.117,366027068,0
2007-01-16,12.257,12.452,12.222,12.433,346840092,0
2007-01-17,12.489,12.499,12.143,12.161,453218702,0
2007-01-18,11.782,11.796,11.405,11.407,659349162,0
2007-01-19,11.348,11.48,11.285,11.331,379744435,0
2007-01-22,11.418,11.419,10.968,11.116,402540763,0
2007-01-23,10.977,11.207,10.951,10.974,336685388,0
2007-01-24,11.024,11.16,11.024,11.103,258728936,0
2007-01-25,11.159,11.331,11.018,11.045,252639719,0
2007-01-26,11.149,11.189,10.885,10.935,275130377,0
2007-01-29,11.045,11.097,10.954,11.006,251405514,0
2007-01-30,11.077,11.077,10.917,10.956,160943141,0
2007-01-31,10.86,11.014,10.802,10.978,238301361,0
2007-02-01,11.031,11.048,10.852,10.852,185223259,0
2007-02-02,10.776,10.917,10.717,10.852,173327711,0
2007-02-05,10.797,10.915,10.75,10.75,161405362,0
2007-02-06,10.814,10.817,10.612,10.777,240961071,0
2007-02-07,10.821,11.062,10.7,11.032,297417155,0
2007-02-08,10.967,11.08,10.938,11.036,189370669,0
2007-02-09,10.998,11.038,10.656,10.664,239880362,0
2007-02-12,10.811,10.909,10.709,10.87,201764456,0
2007-02-13,10.909,10.923,10.796,10.846,161936755,0
2007-02-14,10.837,10.967,10.83,10.924,141666808,0
2007-02-15,10.915,10.964,10.856,10.912,101411579,0
2007-02-16,10.897,10.938,10.841,10.863,111474825,0
2007-02-20,10.83,11.034,10.779,11,172235557,0
2007-02-21,11.021,11.461,11.008,11.424,322183882,0
2007-02-22,11.628,11.63,11.335,11.463,233763003,0
2007-02-23,11.433,11.569,11.378,11.407,144427846,0
2007-02-26,11.507,11.526,11.22,11.352,171792585,0
2007-02-27,11.048,11.15,10.683,10.748,319442902,0
2007-02-28,10.828,10.961,10.629,10.834,256409965,0
2007-03-01,10.757,11.308,10.724,11.149,394757858,0
2007-03-02,11.112,11.211,10.912,10.938,239815763,0
2007-03-05,10.991,11.352,10.982,11.053,233181782,0
2007-03-06,11.245,11.308,11.193,11.293,201682723,0
2007-03-07,11.271,11.394,11.199,11.235,174620479,0
2007-03-08,11.344,11.36,11.2,11.271,142484159,0
2007-03-09,11.371,11.378,11.193,11.267,125660350,0
2007-03-12,11.271,11.525,11.27,11.509,203423631,0
2007-03-13,11.448,11.601,11.32,11.32,241977610,0
2007-03-14,11.345,11.526,11.261,11.526,222120710,0
2007-03-15,11.526,11.571,11.438,11.47,155920572,0
2007-03-16,11.472,11.525,11.438,11.473,159438492,0
2007-03-19,11.555,11.725,11.473,11.67,198842082,0
2007-03-20,11.695,11.761,11.662,11.715,136404395,0
2007-03-21,11.782,12.037,11.738,12.022,191659295,0
2007-03-22,12.01,12.083,11.91,12.033,157625132,0
2007-03-23,11.949,12.046,11.949,11.977,125828992,0
2007-03-26,12.04,12.281,11.949,12.274,241161364,0
2007-03-27,12.254,12.399,12.167,12.223,257947727,0
2007-03-28,12.153,12.217,11.928,11.94,264554993,0
2007-03-29,12.06,12.061,11.811,12.006,202352424,0
2007-03-30,12.078,12.125,11.878,11.899,167475178,0
2007-04-02,12.056,12.069,11.912,11.993,139963969,0
2007-04-03,12.054,12.196,12.007,12.102,162849037,0
2007-04-04,12.16,12.184,12.053,12.072,132966739,0
2007-04-05,12.05,12.125,11.977,12.125,99148054,0
2007-04-09,12.194,12.204,11.915,11.993,115261788,0
2007-04-10,11.997,12.069,11.964,12.069,98296930,0
2007-04-11,12.026,12.032,11.823,11.857,153101090,0
2007-04-12,11.791,11.821,11.617,11.806,183654688,0
2007-04-13,11.645,11.704,11.533,11.555,200863594,0
2007-04-16,11.601,11.718,11.556,11.708,169955276,0
2007-04-17,11.786,11.82,11.487,11.57,209655898,0
2007-04-18,11.545,11.635,11.474,11.577,129386385,0
2007-04-19,11.548,11.684,11.505,11.559,118787486,0
2007-04-20,11.664,11.677,11.596,11.651,146139118,0
2007-04-23,11.737,12.013,11.707,11.975,217645137,0
2007-04-24,12.04,12.346,11.691,11.94,294295025,0
2007-04-25,12.071,12.217,12.013,12.209,330909950,0
2007-04-26,13.008,13.126,12.588,12.657,484683536,0
2007-04-27,12.568,12.8,12.511,12.796,195052719,0
2007-04-30,12.813,12.933,12.763,12.78,171930349,0
2007-05-01,12.753,12.852,12.621,12.739,148507151,0
2007-05-02,12.761,12.877,12.739,12.858,140893052,0
2007-05-03,12.896,12.99,12.808,12.859,160657926,0
2007-05-04,12.904,13.011,12.872,12.91,106532846,0
2007-05-07,12.942,13.363,12.934,13.309,240269953,0
2007-05-08,13.245,13.467,13.244,13.455,218657961,0
2007-05-09,13.436,13.698,13.433,13.686,200159564,0
2007-05-10,13.66,13.937,13.566,13.747,333857993,0
2007-05-11,13.772,13.977,13.673,13.926,181623757,0
2007-05-14,14.048,14.085,13.86,14.007,181816520,0
2007-05-15,14.033,14.11,13.636,13.77,266201390,0
2007-05-16,13.891,13.936,13.244,13.747,314369576,0
2007-05-17,13.735,14.069,13.722,14.017,205483554,0
2007-05-18,14.114,14.168,14.058,14.087,173116817,0
2007-05-21,14.123,14.399,14.09,14.337,178454750,0
2007-05-22,14.405,14.565,14.341,14.54,159634682,0
2007-05-23,14.602,14.728,14.419,14.459,254159331,0
2007-05-24,14.449,14.659,14.132,14.175,247469972,0
2007-05-25,14.341,14.569,14.282,14.549,176492317,0
2007-05-29,14.672,14.711,14.432,14.644,180070735,0
2007-05-30,14.639,15.225,14.538,15.211,412371353,0
2007-05-31,15.377,15.642,15.308,15.519,361617762,0
2007-06-01,15.507,15.519,15.148,15.162,246601470,0
2007-06-04,15.193,15.591,15.098,15.538,247259754,0
2007-06-05,15.548,15.713,15.431,15.71,256806653,0
2007-06-06,15.667,15.885,15.616,15.833,310164573,0
2007-06-07,16.006,16.341,15.776,15.886,534344969,0
2007-06-08,16.089,16.112,15.659,15.944,346277112,0
2007-06-11,16.137,16.156,15.308,15.392,522698680,0
2007-06-12,15.285,15.589,15.151,15.417,397844813,0
2007-06-13,15.511,15.519,14.778,15.048,480137758,0
2007-06-14,15.009,15.295,14.91,15.208,271426767,0
2007-06-15,15.443,15.451,15.351,15.431,226221000,0
2007-06-18,15.788,16.03,15.693,16.017,253942219,0
2007-06-19,15.974,16.008,15.742,15.836,263011080,0
2007-06-20,15.863,15.966,15.561,15.568,250306692,0
2007-06-21,15.579,15.916,15.457,15.866,241756386,0
2007-06-22,15.861,15.939,15.671,15.752,176219294,0
2007-06-25,15.905,16.017,15.503,15.666,269232607,0
2007-06-26,15.877,15.878,15.203,15.322,374081367,0
2007-06-27,15.448,15.628,15.272,15.61,271833544,0
2007-06-28,15.684,15.686,15.369,15.439,233910600,0
2007-06-29,15.623,15.878,15.507,15.628,316362049,0
2007-07-02,15.509,15.633,15.276,15.529,277528323,0
2007-07-03,15.623,16.315,15.561,16.285,324196349,0
2007-07-05,16.495,17.028,16.481,16.999,404690317,0
2007-07-06,17.052,17.076,16.7,16.943,243805189,0
2007-07-09,16.943,17.02,16.543,16.692,277427270,0
2007-07-10,16.527,17.223,16.497,16.95,349719688,0
