Date,Open,High,Low,Close,Volume,OpenInt
2006-03-08,8.4983,8.606,8.3687,8.4084,181885134,0
2006-03-09,8.4637,8.5124,8.1717,8.1871,222814141,0
2006-03-10,8.2064,8.259,7.9975,8.0921,290860787,0
2006-03-13,8.338,8.4877,8.297,8.4112,240137202,0
2006-03-14,8.425,8.6212,8.388,8.6212,179026268,0
2006-03-15,8.6853,8.7136,8.3906,8.4816,248753704,0
2006-03-16,8.5661,8.5673,8.2343,8.2356,208901227,0
2006-03-17,8.2905,8.3931,8.2103,8.2806,226426802,0
2006-03-20,8.3509,8.383,8.1791,8.1947,168796439,0
2006-03-21,8.2343,8.2396,7.8616,7.9154,374628693,0
2006-03-22,7.9732,8.1,7.8465,7.8975,375312303,0
2006-03-23,7.9002,7.9272,7.6339,7.7041,397822515,0
2006-03-24,7.7182,7.8041,7.5595,7.6786,298928443,0
2006-03-27,7.7132,7.8604,7.6071,7.6209,308428049,0
2006-03-28,7.6439,7.7017,7.4596,7.5187,381497781,0
2006-03-29,7.5724,8.0062,7.3854,7.9822,652507842,0
2006-03-30,8.0488,8.1064,7.8796,8.0359,387195087,0
2006-03-31,8.0988,8.1459,7.9706,8.032,226141936,0
2006-04-03,8.1524,8.2116,8.0181,8.023,227495440,0
